name;full_name;birth_date;age;height_cm;weight_kgs;positions;nationality;overall_rating;value_euro;wage_euro;preferred_foot;national_team;team_position;national_numb
C. McDermott;Conor McDermott;9/18/1997;27;172.72;72.1;RB,CB;Republic of Ireland;60;400000;1000;Right;;;
L. Salvesen;Lars-Jørgen Salvesen;3/12/1996;28;185.42;82.1;ST;Norway;60;350000;1000;Left;;;
K. Álvarez;Kevin Álvarez;8/3/1996;28;154.94;76.2;RWB;Honduras;60;260000;1000;Right;;;
P. Grant;Peter Grant;3/11/1994;30;187.96;72.1;CB;Scotland;60;250000;2000;Right;;;
A. Akinola;Ayo Akinola;1/20/2000;25;170.18;82.1;ST,LM,RM;United States;60;425000;1000;Right;;;
P. Wi_niewski;Przemys_aw Wi_niewski;7/27/1998;26;195.58;88;CB,RB;Poland;60;250000;1000;Right;;;
S. Fujitani;__ _;10/28/1997;27;152.4;62.1;RB,RWB,RM;Japan;60;250000;1000;Right;;;
B. Biabi;Botti Biabi;3/8/1996;29;187.96;76.2;ST;Scotland;60;300000;4000;Right;;;
Mollejo;Víctor Mollejo Carpintero;1/21/2001;24;175.26;63;RW;Spain;60;400000;4000;Left;;;
J. Qwiberg;Joel Qwiberg;10/9/1992;32;172.72;68;LB,LM;Sweden;60;200000;1000;Left;;;
S. Smith;Sam Smith;3/8/1998;27;154.94;73;ST;England;60;450000;4000;Left;;;
H. Mitsumaru;__ _;7/6/1993;31;172.72;68.9;LB;Japan;60;220000;1000;Left;;;
J. Barrett;Josh Barrett;6/21/1998;26;154.94;71.2;LM,CAM;Republic of Ireland;60;450000;4000;Right;;;
M. Vano;Michele Vano;10/5/1991;33;190.5;88;ST;Italy;60;230000;1000;Right;;;
A. Rodríguez;Alexis Rodríguez;3/21/1996;28;170.18;69.9;ST;Argentina;60;325000;3000;Right;;;
E. García;Edson Aldair García Martínez;3/1/1998;27;182.88;83.9;CB;Mexico;60;350000;2000;Right;;;
S. Otayf;Saqer Otayf;9/3/1990;34;170.18;66.2;ST,CAM;Saudi Arabia;60;220000;3000;Right;;;
M. Camara;Mohamed Camara;1/6/2000;25;175.26;68;CM;Mali;60;425000;2000;Right;;;
D. Smarsch;Dennis Smarsch;1/14/1999;26;195.58;97.1;GK;Germany;60;375000;1000;Right;;;
A. Al Shammary;Abdulmalek Al Shammary;8/15/1995;29;152.4;66.2;LM,LW,CM;Saudi Arabia;60;325000;4000;Left;;;
P. Monti;Patricio Monti;1/15/1998;27;152.4;73;LM;Argentina;59;270000;2000;Right;;;
K. Hansen;Kornelius Hansen;5/6/2001;23;154.94;74.8;CAM;Norway;59;270000;3000;Left;;;
J. Lyden;Jordan Lyden;1/30/1996;29;152.4;69.9;CM;Australia;59;240000;3000;Right;;;
L. Kryeziu;Leutrim Kryeziu;1/25/1999;26;154.94;73.9;ST,RW;Kosovo;59;325000;1000;Right;;;
A. Xhemajli;Arbenit Xhemajli;4/23/1998;26;190.5;81.2;CB;Kosovo;59;300000;1000;Left;;;
O. Patrick;Omari Patrick;5/24/1996;28;185.42;73;ST;England;59;250000;2000;Right;;;
K. Fukuda;__ __;7/24/1984;40;175.26;69.9;RM,CF;Japan;59;90000;1000;Right;;;
C. Moya;Camilo Andres Moya Carreno;3/19/1998;26;170.18;64.9;CDM,CM;Chile;59;300000;1000;Right;;;
S. Matthews;Sam Matthews;3/10/1997;27;175.26;71.2;CM,RM;England;59;230000;1000;Left;;;
Óscar Gil;Óscar Gil Regaño;4/28/1998;26;154.94;74.8;RB;Spain;59;220000;1000;Right;;;
Joo Hyun Ho;___ ___;3/1/1996;29;182.88;77.1;LW,ST;Korea Republic;59;240000;1000;Left;;;
J. Stanic;Jozo Stanic;4/6/1999;25;187.96;79.8;CB;Croatia;59;300000;1000;Right;;;
L. Pfeiffer;Luca Pfeiffer;8/20/1996;28;195.58;87.1;ST;Germany;59;230000;2000;Right;;;
C. Hall;Connor Hall;2/18/1998;27;154.94;77.1;ST;England;59;280000;2000;Right;;;
N. Mekonnen;Naod Mekonnen;1/17/2000;25;152.4;64.9;CDM,CB;Germany;59;290000;2000;Right;;;
G. McEachran;George McEachran;8/30/2000;24;172.72;64.9;CAM,CM;England;59;350000;6000;Left;;;
E. Henschel;Erik Henschel;10/4/1996;28;185.42;78;RM,RB;Germany;59;250000;1000;Right;;;
A. Gamboa;Alexis Gamboa;3/20/1999;25;190.5;84.8;CB;Costa Rica;59;260000;1000;Left;;;
P. Gartler;Paul Gartler;3/10/1997;27;185.42;74.8;GK;Austria;59;210000;1000;Right;;;
D. Pender;Derek Pender;10/2/1984;40;152.4;74.8;RB,LB;Republic of Ireland;59;60000;1000;Right;;;
Gao Jiarun;___;4/24/1995;29;182.88;73;CB,CDM,CM,CAM;China PR;59;180000;2000;Right;;;
Moon Jeong In;___ ___;3/16/1998;26;193.04;79.8;GK;Korea Republic;59;210000;1000;Right;;;
E. Robson;Ethan Robson;7/25/1996;28;152.4;73;CM,CDM;England;59;260000;2000;Left;;;
A. Mitchell;Adam Mitchell;6/1/1996;28;190.5;83.9;CB,RB;New Zealand;59;;;Right;;;
A. Busti;Alessandro Busti;6/30/2000;24;182.88;74.8;GK;Canada;59;;;Right;;;
S. Sidler;Silvan Sidler;7/7/1998;26;185.42;72.1;LB,RB;Switzerland;59;260000;1000;Right;;;
P. McClean;Patrick McClean;11/22/1996;28;185.42;73;CB,LB;Republic of Ireland;59;250000;1000;Left;;;
D. Olsson;David Olsson;6/27/1997;27;198.12;94.8;GK;Sweden;59;190000;1000;Right;;;
A. Sissoko;Alpha Sissoko;3/7/1997;28;152.4;68;RB;France;59;220000;1000;Right;;;
B. Rojas;Brayan Rojas;11/30/1997;27;182.88;69.9;ST;Costa Rica;59;230000;1000;Right;;;
O. Mbaizo;Olivier Mbaissidara Mbaizo;8/15/1997;27;152.4;69.9;RB;Cameroon;59;230000;1000;Right;;;
B. Chorbadzhiyski;Bozhidar Chorbadzhiyski;11/10/1995;29;195.58;78.9;CB;Bulgaria;59;;;Right;;;
A. Kecskés;Ákos Kecskés;1/4/1996;29;190.5;74.8;CB;Hungary;59;200000;1000;Right;;;
L. Gordon;Lewis Gordon;2/12/2001;24;165.1;64.9;LB;England;59;270000;3000;Left;;;
Liu Yang;__;6/17/1995;29;182.88;74.8;LM,RM,LB;China PR;59;230000;2000;Left;;;
J. Gies;Jeroen Gies;1/23/1995;30;187.96;78.9;GK;Germany;59;150000;1000;Right;;;
K. Hoffmann;Kevin Hoffmann;6/6/1995;29;154.94;79.8;CAM,CM;Germany;59;210000;2000;Right;;;
I. Domínguez;Idekel Domínguez;6/2/2000;24;170.18;64.9;LB;Mexico;59;290000;1000;Right;;;
R. Cagnon;Romain Cagnon;5/12/1997;27;190.5;81.2;GK;France;59;240000;3000;Right;;;
C. Wood;Connor Wood;7/17/1996;28;152.4;78;LB,LWB,LM;England;59;210000;1000;Left;;;
J. Al Shammari;Jadaan Al Shammari;2/1/1992;33;182.88;79.8;CM,CDM;Saudi Arabia;59;180000;3000;Right;;;
T. Miyazaki;__ __;11/21/1986;38;170.18;68;LM,CM,CDM,LB;Japan;59;140000;1000;Left;;;
Ou Ya;__;2/14/1986;39;193.04;84.8;GK;China PR;59;90000;2000;Right;;;
M. Payero;Martín Ismael Payero;9/11/1998;26;182.88;78;CM;Argentina;59;325000;1000;Right;;;
Kim Tae Han;___ Tae Han Kim;2/24/1996;29;182.88;77.1;CB;Korea Republic;59;190000;1000;Right;;;
V. Wojtkowiak;Valentin Wojtkowiak;6/14/1997;27;182.88;72.1;CB,CDM;France;59;250000;1000;Right;;;
J. Córdova;Juan Córdova;6/25/1995;29;165.1;68;RB,LB;Canada;59;200000;1000;Right;;;
F. Bjørkan;Fredrik André Bjørkan;8/21/1998;26;175.26;74.8;LB;Norway;59;190000;1000;Left;;;
P. Wade;Paul Wade;4/17/2000;24;152.4;66.2;CDM,CM;France;59;290000;2000;Right;;;
G. Poynton;Georgie Poynton;9/8/1997;27;152.4;74.8;CM,CDM,RM;Republic of Ireland;59;240000;1000;Right;;;
A. Ikedi;Anthony Ikedi;9/20/1998;26;198.12;79.8;CDM,CM;Nigeria;59;260000;1000;Right;;;
K. Danielak;Karol Danielak;9/29/1991;33;170.18;66.2;RM,LM;Poland;59;170000;1000;Right;;;
T. Hadler;Thomas Hadler;7/30/1996;28;187.96;78.9;GK;England;59;150000;1000;Right;;;
P. Mullin;Paul Mullin;11/6/1994;30;152.4;71.2;ST,LM,RM;England;59;210000;2000;Right;;;
K. Mouanga;Kévin Mouanga;7/24/2000;24;190.5;79.8;CB;France;59;280000;1000;Right;;;
J. Stevens;Jordan Stevens;3/25/2000;24;172.72;64.9;RM,CM;England;59;325000;3000;Right;;;
T. Nishi;_ _;4/8/1990;34;175.26;69.9;CM;Japan;59;150000;1000;Right;;;
J. Guevara;Julián Guevara;5/4/1992;32;193.04;89.8;CM;Colombia;59;190000;1000;Left;;;
Zhang Yi;__;8/17/1993;31;154.94;67.1;CM;China PR;59;200000;2000;Left;;;
F. Brorsson;Freddie Brorsson;6/4/1997;27;154.94;78.9;ST;Sweden;59;260000;1000;Right;;;
K. Dimitriou;Konstantinos Dimitriou;6/30/1999;25;185.42;78;CB;Greece;59;300000;2000;Right;;;
M. Eid;Mahmoud Eid;6/26/1993;31;182.88;82.1;ST;Palestine;59;210000;1000;Left;;;
B. McGrath;Brent Colm McGrath;6/18/1991;33;182.88;81.2;ST;Australia;59;180000;2000;Right;;;
Y. Andzouana;Yhoan Andzouana;12/13/1996;28;152.4;68.9;LM;Congo;59;280000;3000;Right;;;
M. Rudakov;Maxim Rudakov;1/22/1996;29;187.96;74.8;GK;Russia;59;180000;1000;Right;;;
Ding Jie;__;4/29/1987;37;182.88;69.9;CDM,CB;China PR;59;100000;2000;Right;;;
H. Forster;Harry Forster;5/11/2000;24;175.26;71.2;RM,RB;England;59;280000;3000;Right;;;
S. Bengriba;Selim Bengriba;9/24/1980;44;175.26;71.2;LB;France;59;20000;1000;Left;;;
Cui Yongzhe;___;1/8/1987;38;175.26;67.1;RB,CDM;China PR;59;100000;2000;Right;;;
Ha Sung Min;___ ___;6/13/1987;37;182.88;78;CM,CDM;Korea Republic;59;130000;1000;Right;;;
N. Ralph;Nathan Ralph;2/14/1993;32;175.26;69.9;LB,LM;England;59;160000;1000;Left;;;
A. Greene;Aaron Greene;1/2/1990;35;154.94;73;ST,LM;Republic of Ireland;59;160000;1000;Left;;;
Paulo Alves;Paulo Manuel Neves Alves;12/25/1997;27;175.26;72.1;CM,CAM;Portugal;59;260000;6000;Right;;;
I. Al Talhi;Ibrahim Al Talhi;7/11/1994;30;165.1;53.1;LM,CAM;Saudi Arabia;59;210000;4000;Left;;;
K. Miazek;Kamil Miazek;8/15/1996;28;193.04;78;GK;Poland;59;190000;3000;Right;;;
M. Ebiye;Moses Ebiye;4/28/1997;27;185.42;74.8;ST,RM;Nigeria;59;260000;1000;Right;;;
Chen Zhongliu;___;9/30/1993;31;182.88;73;CAM;China PR;59;200000;1000;Right;;;
O. Valakari;Onni Valakari;8/18/1999;25;187.96;82.1;CM,CAM;Finland;59;325000;1000;Left;;;
J. Atanasov;Jani Atanasov;10/31/1999;25;187.96;74.8;CDM;FYR Macedonia;59;290000;1000;Right;;;
K. Huntelaar;Koen Huntelaar;7/8/1998;26;185.42;71.2;CM,CDM;Netherlands;59;260000;1000;Right;;;
R. Hutchinson;Reece Hutchinson;4/14/2000;24;152.4;74.8;LB;England;59;290000;1000;Left;;;
M. López;Michael López;1/7/1991;34;182.88;79.8;LB,LM,LW;Colombia;59;130000;1000;Left;;;
Yoo Ji Ha;___ Ji Ha Yoo;6/1/1999;25;182.88;69.9;CB;Korea Republic;59;300000;1000;Right;;;
A. Ablet;_____·____;4/14/1987;37;152.4;68;LWB,LW;China PR;59;100000;2000;Left;;;
S. Farhan;Sultan Farhan;9/25/1996;28;154.94;69.9;CDM;Saudi Arabia;59;250000;2000;Right;;;
A. Thapa;Anirudh Thapa;1/15/1998;27;170.18;64;CM,CDM;India;59;;;Right;;;
D. Adshead;Daniel Adshead;9/2/2001;23;185.42;64.9;CM,CDM;England;59;300000;1000;Right;;;
T. Trautner;Tobias Trautner;3/5/1995;30;187.96;84.8;GK;Germany;59;170000;1000;Right;;;
T. Gallacher;Tony Gallacher;7/23/1999;25;172.72;62.1;LB;Scotland;59;290000;5000;Left;;;
Y. Takaoka;__ __;3/16/1996;28;154.94;72.1;GK;Japan;59;160000;1000;Right;;;
K. Ademi;Kemal Ademi;1/23/1996;29;195.58;84.8;ST;Switzerland;59;230000;1000;Right;;;
J. Falkmar;Johan Falkmar;11/10/1991;33;185.42;79.8;RB,LB;Sweden;59;150000;1000;Right;;;
J. Urzúa;Javier Urzúa;8/21/1999;25;172.72;68;CAM,CM;Chile;59;325000;1000;Right;;;
A. Jakubiak;Alex Jakubiak;8/27/1996;28;152.4;66.2;ST,LW;Scotland;59;260000;1000;Right;;;
L. Cullen;Liam Cullen;4/23/1999;25;172.72;66.2;ST;Wales;59;325000;2000;Left;;;
J. Heil;Jürgen Heil;4/4/1997;27;175.26;69.9;RM,CAM;Austria;59;220000;1000;Right;;;
C. Arroyave;Cristian Arroyave;7/5/1995;29;182.88;77.1;GK;Colombia;59;170000;1000;Right;;;
J. Doherty;Josh Doherty;3/15/1996;28;152.4;69.9;LB;Northern Ireland;59;230000;1000;Left;;;
J. Hodgkiss;Jared Hodgkiss;11/15/1986;38;167.64;71.2;RB;England;59;100000;2000;Right;;;
T. Matthews;Tashreeq Matthews;9/12/2000;24;175.26;69.9;CAM,LM,RM;South Africa;59;300000;3000;Left;;;
J. Flatt;Jonathan Flatt;9/12/1994;30;190.5;88;GK;England;59;160000;1000;Right;;;
C. Tiéhi;Christ Junior Tiéhi;6/16/1998;26;152.4;78;CDM;Ivory Coast;59;240000;1000;Right;;;
E. Kastrati;Elhan Kastrati;2/2/1997;28;185.42;73.9;GK;Albania;59;210000;1000;Right;;;
K. McFarlane;Kyle McFarlane;12/28/1996;28;154.94;73.9;ST;England;59;240000;3000;Right;;;
M. Hoxha;Medjon Hoxha;7/27/1999;25;175.26;73.9;CAM;Belgium;59;280000;1000;Right;;;
A. Bolger;Aaron Bolger;2/2/2000;25;170.18;64.9;CM,CDM;Republic of Ireland;59;325000;1000;Right;;;
K. Yajima;__ __;4/6/1995;29;185.42;78;ST;Japan;59;230000;2000;Right;;;
Lee Tae Hee;___ ___;6/16/1992;32;182.88;74.8;RB,CB;Korea Republic;59;130000;1000;Right;;;
Tellado;Adrián Tellado;2/5/1999;26;172.72;64.9;RB,LB;Spain;59;260000;1000;Right;;;
H. Evjen;Håkon Evjen;2/15/2000;25;175.26;69.9;RW;Norway;59;260000;1000;Right;;;
J. Lahne;Jack Lahne;10/24/2001;23;170.18;68;ST,RW;Sweden;59;300000;1000;Right;;;
Song Long;__;8/20/1989;35;154.94;72.1;RB,LB,CDM;China PR;59;120000;3000;Right;;;
Cao Haiqing;___;9/28/1993;31;175.26;68.9;LB,RB;China PR;59;160000;2000;Right;;;
M. Kuchta;Mateusz Kuchta;2/5/1996;29;187.96;73;GK;Poland;59;180000;1000;Right;;;
V. Oliver;Vadaine Oliver;10/21/1991;33;187.96;78;ST;England;59;190000;2000;Right;;;
D. Kulikov;Daniil Kulikov;6/24/1998;26;152.4;66.2;CDM;Russia;59;220000;1000;Right;;;
M. Rieder;Maarten Rieder;9/29/1999;25;175.26;71.2;CAM,CM;Netherlands;59;325000;1000;Right;;;
Sun Bo;__;1/22/1991;34;154.94;72.1;LM;China PR;59;160000;2000;Left;;;
F. Ourega;Fabien Ourega;12/7/1992;32;175.26;73.9;RW;France;59;180000;1000;Right;;;
R. Tugarev;Roman Tugarev;7/22/1998;26;170.18;63;LM;Russia;59;260000;1000;Right;;;
A. Rizzo;Agostino Rizzo;3/24/1999;25;154.94;73;LM,RM,RB;Italy;59;325000;1000;Right;;;
R. Lowry;Ryan Lowry;10/11/1993;31;154.94;69.9;CB,RB;Australia;59;160000;1000;Left;;;
H. Sandvik;Helge Sandvik;2/5/1990;35;182.88;74.8;GK;Norway;59;130000;1000;Right;;;
Wang Qiuming;___;1/9/1993;32;172.72;64;LM;China PR;59;180000;2000;Right;;;
I. Boye;Isaac Boye;1/5/1997;28;187.96;82.1;ST;Nigeria;59;230000;1000;Right;;;
N. Trott;Nathan Trott;11/21/1998;26;182.88;69.9;GK;England;59;280000;2000;Left;;;
L. Krüger;Lukas Krüger;1/20/2000;25;187.96;77.1;ST;Germany;58;260000;3000;Right;;;
M. Berisha;Mërgim Berisha;5/11/1998;26;185.42;78.9;CF,CAM,ST;Kosovo;58;280000;4000;Right;;;
A. Amade;Alfons Amade;11/12/1999;25;170.18;63;RWB,RB,CDM;Germany;58;230000;2000;Right;;;
I. Meite;Ibrahim Meite;7/29/1996;28;187.96;72.1;ST;England;58;190000;1000;Left;;;
M. Guehi;Marc Guehi;7/13/2000;24;182.88;74.8;CB;England;58;230000;4000;Right;;;
J. Pourtau;Jerónimo Pourtau;1/23/2000;25;193.04;87.1;GK;Argentina;58;210000;1000;Right;;;
Zheng Tao;__;8/20/1985;39;182.88;74.8;RB;China PR;58;70000;1000;Right;;;
J. Clarke;James Clarke;11/17/1989;35;182.88;83.9;RB,CB;England;58;100000;2000;Right;;;
T. Reithmeir;Tobias Reithmeir;8/13/1999;25;190.5;87.1;CB;Germany;58;240000;1000;Right;;;
N. Hunziker;Nicolas Hunziker;2/23/1996;29;154.94;74.8;ST;Switzerland;58;180000;2000;Right;;;
R. Gondoh;Ryan Gondoh;6/6/1997;27;182.88;74.8;RM,LM,LWB;England;58;180000;2000;Left;;;
L. Jones;Lloyd Jones;10/7/1995;29;190.5;74.8;CB;England;58;150000;1000;Right;;;
A. Gürleyen;Ahmet Gürleyen;4/26/1999;25;193.04;89.8;CB;Germany;58;250000;1000;Right;;;
G. Cuomo;Giuseppe Cuomo;2/2/1998;27;190.5;78.9;CB;Italy;58;250000;1000;Right;;;
C. Mbulu;Christian Mbulu;8/6/1996;28;187.96;86.2;CB;England;58;190000;1000;Right;;;
N. Sambo;Nicola Sambo;11/16/1995;29;187.96;89.8;GK;Italy;58;130000;1000;Right;;;
D. Cancola;David Cancola;10/23/1996;28;182.88;73;CDM;Austria;58;180000;1000;Right;;;
M. _atin;Murat _atin;8/30/1996;28;152.4;68.9;RM;Austria;58;210000;1000;Right;;;
Park Ji Min;___ Ji Min Park;5/25/2000;24;187.96;86.2;GK;Korea Republic;58;210000;1000;Right;;;
M. Al Subaie;Mohammed Al Subaie;10/20/1995;29;182.88;68;LM;Saudi Arabia;58;190000;3000;Right;;;
K. Niemczycki;Karol Niemczycki;7/5/1999;25;193.04;83.9;GK;Poland;58;210000;1000;Right;;;
K. Wallace;Kieran Wallace;1/26/1995;30;185.42;74.8;LB,CAM,LM;England;58;150000;1000;Left;;;
Vinícius Ferreira;Vinícius Ferreira Dias;1/31/1999;26;154.94;74.8;LM;Brazil;58;200000;1000;Right;;;
J. Hoekstra;Jan Hoekstra;8/4/1998;26;190.5;74.8;GK;Netherlands;58;170000;1000;Right;;;
A. Zeka;Agim Zeka;9/6/1998;26;193.04;78;RW,CM;Albania;58;270000;2000;Left;;;
J. Obregón;Jorge Obregón;3/29/1997;27;175.26;72.1;ST;Colombia;58;280000;1000;Right;;;
J. Muñoz;José Carlos Muñoz Mejía;1/15/1994;31;167.64;59.9;CM;Colombia;58;170000;1000;Right;;;
J. Sands;James Sands;7/6/2000;24;154.94;73;CDM;United States;58;230000;1000;Right;;;
N. Tsubaki;Naoki Tsubaki;6/23/2000;24;170.18;58.1;LM,CAM;Japan;58;260000;1000;Right;;;
N. Balongo;Nelson Balongo;4/15/1999;25;187.96;74.8;ST;DR Congo;58;240000;1000;Right;;;
J. Albrecht;Jan Albrecht;4/12/1998;26;193.04;88.9;GK;Germany;58;130000;1000;Right;;;
S. Mauritz-Hansen;Sindre Mauritz-Hansen;10/18/1994;30;182.88;78;ST;Norway;58;180000;1000;Right;;;
A. Canessa;Alessio Canessa;9/12/1999;25;187.96;73.9;ST;Italy;58;260000;1000;Right;;;
R. Acquah;Reuben Acquah;11/3/1996;28;182.88;79.8;CDM;Ghana;58;170000;1000;Right;;;
M. Sprang;Max Sprang;7/4/2000;24;193.04;78.9;GK;Germany;58;120000;1000;Right;;;
A. Ba Saeed;Ahmed Ba Saeed;2/15/1994;31;172.72;68;RM;Yemen;58;160000;3000;Right;;;
R. Wilmots;Reno Wilmots;3/16/1997;27;187.96;76.2;CM,CAM;Belgium;58;200000;1000;Right;;;
J. Herrera;Jonathan Herrera;2/24/1996;29;152.4;73.9;LM;Colombia;58;180000;1000;Left;;;
J. Rondeel;Jordy Rondeel;8/4/1994;30;187.96;76.2;GK;Netherlands;58;120000;1000;Right;;;
F. Pizzicanella;Franco Pizzicanella;5/29/1996;28;182.88;83.9;GK;Argentina;58;140000;1000;Right;;;
D. Lyon;Darren Lyon;6/8/1995;29;185.42;76.2;RWB,RB,CDM;Scotland;58;170000;1000;Right;;;
J. Kelly;Jake Kelly;6/18/1990;34;182.88;73;LM,ST;Republic of Ireland;58;130000;1000;Left;;;
J. Marazas;Justinas Marazas;2/23/2000;25;152.4;69.9;RM;Lithuania;58;230000;1000;Left;;;
J. Tratt;Jacob Tratt;9/14/1994;30;190.5;84.8;RB,CB;Australia;58;150000;1000;Right;;;
M. Worthington;Matt Worthington;12/18/1997;27;152.4;72.1;CM;England;58;230000;1000;Right;;;
J. _orsteinsson;Jón Dagur _orsteinsson;11/26/1998;26;152.4;73;LW,LM,RM;Iceland;58;270000;4000;Right;;;
S. Kjellevold;Simen Lillevik Kjellevold;11/7/1994;30;185.42;69.9;GK;Norway;58;140000;1000;Right;;;
W. Tchuameni;William Tchuameni;12/25/1996;28;193.04;88;ST;Cameroon;58;190000;2000;Right;;;
V. Arveladze;Vato Arveladze;3/4/1998;27;182.88;73;ST;Georgia;58;180000;1000;Right;;;
J. Bird;Jared Bird;8/21/1997;27;152.4;62.1;CM;England;58;190000;1000;Right;;;
Y. Otto;Yari Otto;5/27/1999;25;154.94;71.2;ST;Germany;58;240000;1000;Right;;;
H. Bos;Henk Bos;11/12/1992;32;172.72;64;CM,CAM;Netherlands;58;150000;1000;Right;;;
Y. Bangsow;Yannik Bangsow;2/21/1998;27;193.04;83.9;GK;Germany;58;170000;1000;Right;;;
C. Villalba;Carlos Villalba;7/19/1998;26;175.26;71.2;CM;Argentina;58;180000;1000;Right;;;
M. Schlegel;Maximilian Schlegel;12/13/1996;28;185.42;74.8;LM,LB;Germany;58;210000;1000;Left;;;
Li Shenglong;___;7/30/1992;32;154.94;74.8;ST,RW;China PR;58;160000;2000;Right;;;
V. Gendrey;Valentin Gendrey;6/21/2000;24;152.4;74.8;RB;France;58;180000;1000;Right;;;
L. González;Lucas González;7/27/1997;27;152.4;73;ST;Argentina;58;210000;1000;Right;;;
I. Diallo;Ismaël Chester Diallo;1/29/1997;28;152.4;73.9;LB;Ivory Coast;58;180000;1000;Left;;;
J. Mahon;John Mahon;11/26/1999;25;185.42;82.1;CB;Republic of Ireland;58;240000;1000;Right;;;
B. Chapman;Ben Chapman;12/31/1998;26;175.26;68.9;CM,RB;England;58;220000;1000;Right;;;
G. Kilama;Guy-Marcelin Kilama;5/30/1999;25;154.94;71.2;LB,CDM,CB;Cameroon;58;210000;1000;Left;;;
K. Schlotterbeck;Keven Schlotterbeck;4/28/1997;27;187.96;83.9;CB;Germany;58;170000;2000;Left;;;
A. Talal;Amine Talal;6/5/1996;28;175.26;68;CDM;Morocco;58;180000;1000;Left;;;
M. Awaji;Mohammed Ahmed Awaji;10/22/1994;30;185.42;72.1;GK;Saudi Arabia;58;140000;3000;Right;;;
J. Italiano;Jacob Italiano;7/30/2001;23;170.18;64.9;LM;Australia;58;280000;1000;Right;;;
J. Rieckmann;Julian Rieckmann;8/1/2000;24;154.94;76.2;CB,CDM;Germany;58;230000;1000;Right;;;
M. McKee;Mark McKee;12/1/1998;26;152.4;73;CM;Northern Ireland;58;220000;1000;Right;;;
S. Hiramatsu;__ _;11/20/1992;32;182.88;77.1;ST,RM;Japan;58;160000;1000;Right;;;
G. Kyrnats;Georgiy Kyrnats;6/22/1998;26;187.96;78.9;GK;Russia;58;160000;1000;Right;;;
M. Simakan;Mohamed Simakan;5/3/2000;24;187.96;82.1;CB;France;58;180000;1000;Right;;;
A. Elyounoussi;Anwar Elyounoussi;3/29/1999;25;152.4;68;LM,RM;Norway;58;240000;1000;Right;;;
K. Ellison;Kevin Ellison;2/23/1979;46;154.94;76.2;LM,ST;England;58;30000;1000;Left;;;
J. Hastie;Jake Hastie;3/18/1998;26;154.94;74.8;LM;Scotland;58;280000;1000;Left;;;
N. Stendera;Nils Stendera;9/30/2000;24;152.4;68;CM,CDM;Germany;58;250000;2000;Right;;;
E. Gründemann;Eric Gründemann;9/8/1998;26;185.42;87.1;GK;Germany;58;230000;1000;Right;;;
S. Farelli;Simone Farelli;2/19/1983;42;185.42;82.1;GK;Italy;58;30000;1000;Right;;;
E. Pauchet;Enzo Pauchet;3/22/1997;27;182.88;68;GK;France;58;150000;1000;Right;;;
D. Petersson;Dennis Petersson;12/14/1994;30;185.42;77.1;GK;Sweden;58;120000;1000;Right;;;
M. Meli;Marco Meli;2/2/2000;25;152.4;69.9;RW;Italy;58;260000;4000;Right;;;
M. Trovato;Mattia Trovato;1/27/1998;27;182.88;74.8;RW,CAM;Italy;58;280000;1000;Right;;;
P. Marie;Paul Marie;3/24/1995;29;172.72;64;RB;France;58;140000;1000;Right;;;
C. Okoroji;Chima Okoroji;4/19/1997;27;152.4;72.1;LB,LWB;England;58;170000;2000;Left;;;
Zhang Huachen;___;3/16/1998;26;175.26;67.1;CDM;China PR;58;160000;2000;Right;;;
Cao Ziheng;___;3/6/1995;30;175.26;67.1;ST;China PR;58;180000;2000;Right;;;
K. Cabral;Kévin Cabral;7/10/1999;25;185.42;78;LM,LW,ST;France;58;260000;1000;Right;;;
M. Kumbulla;Marash Kumbulla;2/8/2000;25;185.42;78;CB;Albania;58;240000;1000;Right;;;
D. Liszka;Daniel Liszka;2/17/2000;25;175.26;78;LM,LB;Poland;58;190000;1000;Left;;;
D. Nasu;__ __;10/10/1981;43;154.94;77.1;CB;Japan;58;20000;1000;Right;;;
L. Nash;Liam Nash;1/19/1996;29;175.26;71.2;ST;England;58;190000;1000;Left;;;
Maikel;Antonio Nieves Martín;12/2/1989;35;182.88;79.8;CAM;Spain;58;130000;1000;Right;;;
S. Bose;Subhasish Bose;8/18/1995;29;185.42;78;LB;India;58;;;Left;;;
S. Takahashi;__ __;2/29/1996;29;170.18;64.9;LB,RB,LM,RM;Japan;58;150000;1000;Right;;;
A. Bakir;Alaa Bakir;1/15/2001;24;152.4;68.9;RM,LM,RW,LW;Germany;58;250000;3000;Right;;;
R. Alm;Rasmus Alm;8/17/1995;29;175.26;69.9;RW;Sweden;58;170000;1000;Right;;;
A. Nadesan;Ashley Nadesan;9/9/1994;30;187.96;69.9;ST,RW;England;58;170000;1000;Right;;;
F. Atuahene;Francis Atuahene;6/8/1996;28;175.26;77.1;ST,CAM;Ghana;58;210000;1000;Right;;;
M. Pattier;Maxime Pattier;6/12/1996;28;182.88;74.8;GK;France;58;140000;1000;Right;;;
J. Anthony;Jaidon Anthony;12/1/1999;25;152.4;68;ST;England;58;260000;4000;Left;;;
Du Changjie;___;12/20/1997;27;152.4;79.8;ST,CAM;China PR;58;180000;2000;Right;;;
T. Maya;Tomás Maya Giraldo;9/12/1996;28;175.26;71.2;LB;Colombia;58;190000;1000;Left;;;
M. Radecki;Mateusz Radecki;4/2/1993;31;187.96;73.9;CM;Poland;58;150000;1000;Right;;;
